C-17 POPULATION BY BILINGUALISM AND TRILINGUALISM,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
State,State name,Total speakers of languages,,,,,1st subsidiary languages,,,,,2nd subsidiary languages,,,,
Code,,Code,Name,Persons,Males,Females,Code,Name,Persons,Males,Females,Code,Name,Persons,Males,Females
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0000,INDIA,062000,KODA/KORA,,,,015000,ORIYA,,,,040000,ENGLISH,88,59,29
0000,INDIA,062000,KODA/KORA,,,,015000,ORIYA,,,,021000,TELUGU,13,8,5
0000,INDIA,062000,KODA/KORA,,,,015000,ORIYA,,,,090000,MUNDA,9,2,7
0000,INDIA,062000,KODA/KORA,,,,015000,ORIYA,,,,018000,SANTALI,4,1,3
0000,INDIA,062000,KODA/KORA,,,,015000,ORIYA,,,,002000,BENGALI,2,1,1
0000,INDIA,062000,KODA/KORA,,,,015000,ORIYA,,,,048000,HO,1,0,1
0000,INDIA,062000,KODA/KORA,,,,015000,ORIYA,,,,123000,OTHERS,1,0,1
0000,INDIA,062000,KODA/KORA,,,,018000,SANTALI,229,100,129,,,,,
0000,INDIA,062000,KODA/KORA,,,,018000,SANTALI,,,,002000,BENGALI,109,59,50
0000,INDIA,062000,KODA/KORA,,,,018000,SANTALI,,,,006000,HINDI,22,11,11
0000,INDIA,062000,KODA/KORA,,,,018000,SANTALI,,,,015000,ORIYA,4,1,3
0000,INDIA,062000,KODA/KORA,,,,018000,SANTALI,,,,040000,ENGLISH,2,1,1
0000,INDIA,062000,KODA/KORA,,,,020000,TAMIL,223,113,110,,,,,
0000,INDIA,062000,KODA/KORA,,,,020000,TAMIL,,,,040000,ENGLISH,78,52,26
0000,INDIA,062000,KODA/KORA,,,,020000,TAMIL,,,,006000,HINDI,1,1,0
0000,INDIA,062000,KODA/KORA,,,,021000,TELUGU,208,125,83,,,,,
0000,INDIA,062000,KODA/KORA,,,,021000,TELUGU,,,,015000,ORIYA,43,31,12
0000,INDIA,062000,KODA/KORA,,,,021000,TELUGU,,,,006000,HINDI,5,3,2
0000,INDIA,062000,KODA/KORA,,,,028000,ARABIC/ARBI,1,1,0,,,,,
0000,INDIA,062000,KODA/KORA,,,,028000,ARABIC/ARBI,,,,002000,BENGALI,1,1,0
0000,INDIA,062000,KODA/KORA,,,,040000,ENGLISH,254,176,78,,,,,
0000,INDIA,062000,KODA/KORA,,,,040000,ENGLISH,,,,006000,HINDI,107,72,35
0000,INDIA,062000,KODA/KORA,,,,040000,ENGLISH,,,,002000,BENGALI,61,53,8
0000,INDIA,062000,KODA/KORA,,,,040000,ENGLISH,,,,007000,KANNADA,9,5,4
0000,INDIA,062000,KODA/KORA,,,,040000,ENGLISH,,,,015000,ORIYA,7,2,5
0000,INDIA,062000,KODA/KORA,,,,040000,ENGLISH,,,,020000,TAMIL,5,3,2
0000,INDIA,062000,KODA/KORA,,,,040000,ENGLISH,,,,017000,SANSKRIT,2,2,0
0000,INDIA,062000,KODA/KORA,,,,040000,ENGLISH,,,,001000,ASSAMESE,1,0,1
0000,INDIA,062000,KODA/KORA,,,,040000,ENGLISH,,,,011000,MALAYALAM,1,0,1
0000,INDIA,062000,KODA/KORA,,,,054000,KHARIA,1,1,0,,,,,
0000,INDIA,062000,KODA/KORA,,,,054000,KHARIA,,,,006000,HINDI,1,1,0
0000,INDIA,062000,KODA/KORA,,,,091000,MUNDARI,52,29,23,,,,,
0000,INDIA,062000,KODA/KORA,,,,091000,MUNDARI,,,,006000,HINDI,21,12,9
0000,INDIA,062000,KODA/KORA,,,,091000,MUNDARI,,,,002000,BENGALI,11,5,6
0000,INDIA,062000,KODA/KORA,,,,123000,OTHERS,3,0,3,,,,,
0000,INDIA,063000,KOLAMI,121855,61076,60779,,,,,,,,,,
0000,INDIA,063000,KOLAMI,,,,001000,ASSAMESE,1,1,0,,,,,
0000,INDIA,063000,KOLAMI,,,,002000,BENGALI,4,2,2,,,,,
0000,INDIA,063000,KOLAMI,,,,005000,GUJARATI,1,1,0,,,,,
0000,INDIA,063000,KOLAMI,,,,006000,HINDI,1250,858,392,,,,,
0000,INDIA,063000,KOLAMI,,,,006000,HINDI,,,,013000,MARATHI,352,255,97
0000,INDIA,063000,KOLAMI,,,,006000,HINDI,,,,021000,TELUGU,108,89,19
0000,INDIA,063000,KOLAMI,,,,006000,HINDI,,,,040000,ENGLISH,69,47,22
0000,INDIA,063000,KOLAMI,,,,006000,HINDI,,,,044000,GONDI,33,24,9
0000,INDIA,063000,KOLAMI,,,,006000,HINDI,,,,002000,BENGALI,1,1,0
0000,INDIA,063000,KOLAMI,,,,007000,KANNADA,1,0,1,,,,,
0000,INDIA,063000,KOLAMI,,,,009000,KONKANI,24,9,15,,,,,
0000,INDIA,063000,KOLAMI,,,,009000,KONKANI,,,,013000,MARATHI,3,0,3
0000,INDIA,063000,KOLAMI,,,,013000,MARATHI,68758,34645,34113,,,,,
0000,INDIA,063000,KOLAMI,,,,013000,MARATHI,,,,006000,HINDI,4412,3223,1189
0000,INDIA,063000,KOLAMI,,,,013000,MARATHI,,,,021000,TELUGU,1115,655,460
0000,INDIA,063000,KOLAMI,,,,013000,MARATHI,,,,044000,GONDI,987,513,474
0000,INDIA,063000,KOLAMI,,,,013000,MARATHI,,,,040000,ENGLISH,47,29,18
0000,INDIA,063000,KOLAMI,,,,013000,MARATHI,,,,030000,BHILI/BHILODI,1,1,0
0000,INDIA,063000,KOLAMI,,,,015000,ORIYA,56,27,29,,,,,
0000,INDIA,063000,KOLAMI,,,,015000,ORIYA,,,,002000,BENGALI,32,16,16
0000,INDIA,063000,KOLAMI,,,,015000,ORIYA,,,,006000,HINDI,9,3,6
0000,INDIA,063000,KOLAMI,,,,015000,ORIYA,,,,021000,TELUGU,5,4,1
0000,INDIA,063000,KOLAMI,,,,015000,ORIYA,,,,013000,MARATHI,1,0,1
0000,INDIA,063000,KOLAMI,,,,016000,PUNJABI,3,1,2,,,,,
0000,INDIA,063000,KOLAMI,,,,019000,SINDHI,1,1,0,,,,,
0000,INDIA,063000,KOLAMI,,,,020000,TAMIL,2,0,2,,,,,
0000,INDIA,063000,KOLAMI,,,,021000,TELUGU,13600,7842,5758,,,,,
0000,INDIA,063000,KOLAMI,,,,021000,TELUGU,,,,013000,MARATHI,1915,1131,784
0000,INDIA,063000,KOLAMI,,,,021000,TELUGU,,,,006000,HINDI,1419,1157,262
0000,INDIA,063000,KOLAMI,,,,021000,TELUGU,,,,044000,GONDI,834,469,365
0000,INDIA,063000,KOLAMI,,,,021000,TELUGU,,,,040000,ENGLISH,24,14,10
0000,INDIA,063000,KOLAMI,,,,021000,TELUGU,,,,015000,ORIYA,5,5,0
0000,INDIA,063000,KOLAMI,,,,021000,TELUGU,,,,020000,TAMIL,1,0,1
0000,INDIA,063000,KOLAMI,,,,022000,URDU,16,13,3,,,,,
0000,INDIA,063000,KOLAMI,,,,022000,URDU,,,,013000,MARATHI,1,1,0
0000,INDIA,063000,KOLAMI,,,,022000,URDU,,,,021000,TELUGU,1,1,0
0000,INDIA,063000,KOLAMI,,,,040000,ENGLISH,54,39,15,,,,,
0000,INDIA,063000,KOLAMI,,,,040000,ENGLISH,,,,006000,HINDI,36,24,12
0000,INDIA,063000,KOLAMI,,,,040000,ENGLISH,,,,013000,MARATHI,5,2,3
0000,INDIA,063000,KOLAMI,,,,040000,ENGLISH,,,,021000,TELUGU,3,3,0
0000,INDIA,063000,KOLAMI,,,,040000,ENGLISH,,,,015000,ORIYA,1,1,0
0000,INDIA,063000,KOLAMI,,,,044000,GONDI,1483,700,783,,,,,
0000,INDIA,063000,KOLAMI,,,,044000,GONDI,,,,013000,MARATHI,540,285,255
0000,INDIA,063000,KOLAMI,,,,044000,GONDI,,,,021000,TELUGU,295,160,135
0000,INDIA,063000,KOLAMI,,,,044000,GONDI,,,,006000,HINDI,48,29,19
0000,INDIA,063000,KOLAMI,,,,044000,GONDI,,,,022000,URDU,1,1,0
0000,INDIA,063000,KOLAMI,,,,044000,GONDI,,,,069000,KOYA,1,0,1
0000,INDIA,064000,KOM,14673,7410,7263,,,,,,,,,,
0000,INDIA,064000,KOM,,,,001000,ASSAMESE,2,2,0,,,,,
0000,INDIA,064000,KOM,,,,006000,HINDI,300,221,79,,,,,
0000,INDIA,064000,KOM,,,,006000,HINDI,,,,012000,MANIPURI,116,93,23
0000,INDIA,064000,KOM,,,,006000,HINDI,,,,040000,ENGLISH,106,73,33
0000,INDIA,064000,KOM,,,,006000,HINDI,,,,123000,OTHERS,11,11,0
0000,INDIA,064000,KOM,,,,006000,HINDI,,,,001000,ASSAMESE,3,1,2
0000,INDIA,064000,KOM,,,,006000,HINDI,,,,014000,NEPALI,1,1,0
0000,INDIA,064000,KOM,,,,012000,MANIPURI,8187,4034,4153,,,,,
0000,INDIA,064000,KOM,,,,012000,MANIPURI,,,,040000,ENGLISH,1654,958,696
0000,INDIA,064000,KOM,,,,012000,MANIPURI,,,,006000,HINDI,285,214,71
0000,INDIA,064000,KOM,,,,012000,MANIPURI,,,,113000,THADO,183,103,80
0000,INDIA,064000,KOM,,,,012000,MANIPURI,,,,014000,NEPALI,5,3,2
0000,INDIA,064000,KOM,,,,012000,MANIPURI,,,,047000,HMAR,5,2,3
0000,INDIA,064000,KOM,,,,012000,MANIPURI,,,,123000,OTHERS,4,4,0
0000,INDIA,064000,KOM,,,,012000,MANIPURI,,,,042000,GANGTE,3,1,2
0000,INDIA,064000,KOM,,,,012000,MANIPURI,,,,033000,BISHNUPURIYA,2,1,1
0000,INDIA,064000,KOM,,,,012000,MANIPURI,,,,082000,LUSHAI/MIZO,2,2,0
0000,INDIA,064000,KOM,,,,012000,MANIPURI,,,,051000,KABUI,1,1,0
0000,INDIA,064000,KOM,,,,014000,NEPALI,1,1,0,,,,,
0000,INDIA,064000,KOM,,,,014000,NEPALI,,,,012000,MANIPURI,1,1,0
0000,INDIA,064000,KOM,,,,040000,ENGLISH,1955,1071,884,,,,,
0000,INDIA,064000,KOM,,,,040000,ENGLISH,,,,012000,MANIPURI,1166,623,543
0000,INDIA,064000,KOM,,,,040000,ENGLISH,,,,006000,HINDI,325,201,124
0000,INDIA,064000,KOM,,,,040000,ENGLISH,,,,123000,OTHERS,70,39,31
0000,INDIA,064000,KOM,,,,040000,ENGLISH,,,,113000,THADO,5,0,5
0000,INDIA,064000,KOM,,,,040000,ENGLISH,,,,001000,ASSAMESE,3,1,2
0000,INDIA,064000,KOM,,,,040000,ENGLISH,,,,047000,HMAR,2,2,0
0000,INDIA,064000,KOM,,,,040000,ENGLISH,,,,117000,VAIPHEI,2,0,2
0000,INDIA,064000,KOM,,,,042000,GANGTE,2,0,2,,,,,
0000,INDIA,064000,KOM,,,,042000,GANGTE,,,,012000,MANIPURI,2,0,2
0000,INDIA,064000,KOM,,,,047000,HMAR,1,1,0,,,,,
0000,INDIA,064000,KOM,,,,047000,HMAR,,,,012000,MANIPURI,1,1,0
0000,INDIA,064000,KOM,,,,051000,KABUI,1,0,1,,,,,
0000,INDIA,064000,KOM,,,,051000,KABUI,,,,012000,MANIPURI,1,0,1
0000,INDIA,064000,KOM,,,,055000,KHASI,1,1,0,,,,,
0000,INDIA,064000,KOM,,,,055000,KHASI,,,,006000,HINDI,1,1,0
0000,INDIA,064000,KOM,,,,082000,LUSHAI/MIZO,8,5,3,,,,,
0000,INDIA,064000,KOM,,,,082000,LUSHAI/MIZO,,,,012000,MANIPURI,4,4,0
0000,INDIA,064000,KOM,,,,082000,LUSHAI/MIZO,,,,040000,ENGLISH,2,0,2
0000,INDIA,064000,KOM,,,,113000,THADO,284,128,156,,,,,
0000,INDIA,064000,KOM,,,,113000,THADO,,,,012000,MANIPURI,243,111,132
0000,INDIA,064000,KOM,,,,113000,THADO,,,,040000,ENGLISH,7,3,4
0000,INDIA,064000,KOM,,,,113000,THADO,,,,006000,HINDI,1,1,0
0000,INDIA,064000,KOM,,,,113000,THADO,,,,047000,HMAR,1,1,0
0000,INDIA,064000,KOM,,,,117000,VAIPHEI,3,1,2,,,,,
0000,INDIA,064000,KOM,,,,117000,VAIPHEI,,,,040000,ENGLISH,2,1,1
0000,INDIA,064000,KOM,,,,117000,VAIPHEI,,,,012000,MANIPURI,1,0,1
0000,INDIA,064000,KOM,,,,123000,OTHERS,703,324,379,,,,,
0000,INDIA,064000,KOM,,,,123000,OTHERS,,,,040000,ENGLISH,139,74,65
0000,INDIA,064000,KOM,,,,123000,OTHERS,,,,006000,HINDI,10,8,2
0000,INDIA,064000,KOM,,,,123000,OTHERS,,,,012000,MANIPURI,2,1,1
0000,INDIA,064000,KOM,,,,123000,OTHERS,,,,051000,KABUI,2,2,0
0000,INDIA,065000,KONDA,56262,27622,28640,,,,,,,,,,
0000,INDIA,065000,KONDA,,,,001000,ASSAMESE,122,61,61,,,,,
0000,INDIA,065000,KONDA,,,,001000,ASSAMESE,,,,006000,HINDI,75,45,30
0000,INDIA,065000,KONDA,,,,001000,ASSAMESE,,,,015000,ORIYA,3,2,1
0000,INDIA,065000,KONDA,,,,001000,ASSAMESE,,,,040000,ENGLISH,2,0,2
0000,INDIA,065000,KONDA,,,,002000,BENGALI,20,13,7,,,,,
0000,INDIA,065000,KONDA,,,,006000,HINDI,345,209,136,,,,,
0000,INDIA,065000,KONDA,,,,006000,HINDI,,,,040000,ENGLISH,68,50,18
0000,INDIA,065000,KONDA,,,,006000,HINDI,,,,001000,ASSAMESE,38,24,14
0000,INDIA,065000,KONDA,,,,006000,HINDI,,,,015000,ORIYA,15,11,4
0000,INDIA,065000,KONDA,,,,006000,HINDI,,,,021000,TELUGU,2,2,0
0000,INDIA,065000,KONDA,,,,006000,HINDI,,,,013000,MARATHI,1,1,0
0000,INDIA,065000,KONDA,,,,006000,HINDI,,,,022000,URDU,1,1,0
0000,INDIA,065000,KONDA,,,,007000,KANNADA,4,2,2,,,,,
0000,INDIA,065000,KONDA,,,,007000,KANNADA,,,,021000,TELUGU,1,1,0
0000,INDIA,065000,KONDA,,,,013000,MARATHI,7,3,4,,,,,
0000,INDIA,065000,KONDA,,,,013000,MARATHI,,,,006000,HINDI,7,3,4
0000,INDIA,065000,KONDA,,,,014000,NEPALI,4,4,0,,,,,
0000,INDIA,065000,KONDA,,,,014000,NEPALI,,,,006000,HINDI,4,4,0
0000,INDIA,065000,KONDA,,,,015000,ORIYA,2809,1311,1498,,,,,
0000,INDIA,065000,KONDA,,,,015000,ORIYA,,,,021000,TELUGU,1034,551,483
0000,INDIA,065000,KONDA,,,,015000,ORIYA,,,,006000,HINDI,31,16,15
0000,INDIA,065000,KONDA,,,,015000,ORIYA,,,,040000,ENGLISH,6,4,2
0000,INDIA,065000,KONDA,,,,015000,ORIYA,,,,001000,ASSAMESE,1,1,0
0000,INDIA,065000,KONDA,,,,015000,ORIYA,,,,044000,GONDI,1,0,1
0000,INDIA,065000,KONDA,,,,020000,TAMIL,2,2,0,,,,,
0000,INDIA,065000,KONDA,,,,020000,TAMIL,,,,040000,ENGLISH,2,2,0
0000,INDIA,065000,KONDA,,,,021000,TELUGU,34096,17842,16254,,,,,
0000,INDIA,065000,KONDA,,,,021000,TELUGU,,,,015000,ORIYA,2278,1305,973
0000,INDIA,065000,KONDA,,,,021000,TELUGU,,,,040000,ENGLISH,105,80,25
0000,INDIA,065000,KONDA,,,,021000,TELUGU,,,,006000,HINDI,12,11,1
0000,INDIA,065000,KONDA,,,,021000,TELUGU,,,,005000,GUJARATI,4,2,2
0000,INDIA,065000,KONDA,,,,021000,TELUGU,,,,123000,OTHERS,3,3,0
0000,INDIA,065000,KONDA,,,,021000,TELUGU,,,,041000,GADABA,2,0,2
0000,INDIA,065000,KONDA,,,,021000,TELUGU,,,,069000,KOYA,2,2,0
0000,INDIA,065000,KONDA,,,,022000,URDU,33,18,15,,,,,
0000,INDIA,065000,KONDA,,,,022000,URDU,,,,015000,ORIYA,3,3,0
0000,INDIA,065000,KONDA,,,,022000,URDU,,,,021000,TELUGU,1,0,1
0000,INDIA,065000,KONDA,,,,040000,ENGLISH,72,55,17,,,,,
0000,INDIA,065000,KONDA,,,,040000,ENGLISH,,,,006000,HINDI,36,25,11
0000,INDIA,065000,KONDA,,,,040000,ENGLISH,,,,021000,TELUGU,8,6,2
0000,INDIA,065000,KONDA,,,,040000,ENGLISH,,,,015000,ORIYA,3,2,1
0000,INDIA,065000,KONDA,,,,040000,ENGLISH,,,,020000,TAMIL,1,1,0
0000,INDIA,065000,KONDA,,,,044000,GONDI,14,10,4,,,,,
0000,INDIA,065000,KONDA,,,,058000,KHOND/KONDH,2,2,0,,,,,
0000,INDIA,065000,KONDA,,,,058000,KHOND/KONDH,,,,021000,TELUGU,2,2,0
0000,INDIA,065000,KONDA,,,,069000,KOYA,8,4,4,,,,,
0000,INDIA,065000,KONDA,,,,069000,KOYA,,,,021000,TELUGU,5,2,3
0000,INDIA,065000,KONDA,,,,070000,KUI,2,1,1,,,,,
0000,INDIA,066000,KONYAK,248109,130546,117563,,,,,,,,,,
0000,INDIA,066000,KONYAK,,,,001000,ASSAMESE,30722,18361,12361,,,,,
0000,INDIA,066000,KONYAK,,,,001000,ASSAMESE,,,,040000,ENGLISH,3631,2190,1441
0000,INDIA,066000,KONYAK,,,,001000,ASSAMESE,,,,006000,HINDI,652,561,91
0000,INDIA,066000,KONYAK,,,,001000,ASSAMESE,,,,027000,AO,36,26,10
0000,INDIA,066000,KONYAK,,,,001000,ASSAMESE,,,,099000,PHOM,29,15,14
0000,INDIA,066000,KONYAK,,,,001000,ASSAMESE,,,,035000,CHAKRU/CHOKRI,7,4,3
0000,INDIA,066000,KONYAK,,,,001000,ASSAMESE,,,,036000,CHANG,7,6,1
0000,INDIA,066000,KONYAK,,,,001000,ASSAMESE,,,,118000,WANCHO,7,7,0
0000,INDIA,066000,KONYAK,,,,001000,ASSAMESE,,,,119000,YIMCHUNGRE,7,5,2
0000,INDIA,066000,KONYAK,,,,001000,ASSAMESE,,,,123000,OTHERS,4,1,3
0000,INDIA,066000,KONYAK,,,,001000,ASSAMESE,,,,014000,NEPALI,3,1,2
0000,INDIA,066000,KONYAK,,,,001000,ASSAMESE,,,,002000,BENGALI,2,1,1
0000,INDIA,066000,KONYAK,,,,001000,ASSAMESE,,,,012000,MANIPURI,1,0,1
0000,INDIA,066000,KONYAK,,,,001000,ASSAMESE,,,,026000,ANGAMI,1,0,1
0000,INDIA,066000,KONYAK,,,,001000,ASSAMESE,,,,090000,MUNDA,1,1,0
0000,INDIA,066000,KONYAK,,,,001000,ASSAMESE,,,,103000,RENGMA,1,0,1
0000,INDIA,066000,KONYAK,,,,001000,ASSAMESE,,,,104000,SANGTAM,1,0,1
0000,INDIA,066000,KONYAK,,,,001000,ASSAMESE,,,,112000,TANGSA,1,1,0
0000,INDIA,066000,KONYAK,,,,002000,BENGALI,5,4,1,,,,,
0000,INDIA,066000,KONYAK,,,,002000,BENGALI,,,,001000,ASSAMESE,2,1,1
0000,INDIA,066000,KONYAK,,,,002000,BENGALI,,,,006000,HINDI,2,2,0
0000,INDIA,066000,KONYAK,,,,006000,HINDI,3086,2502,584,,,,,
0000,INDIA,066000,KONYAK,,,,006000,HINDI,,,,001000,ASSAMESE,844,708,136
0000,INDIA,066000,KONYAK,,,,006000,HINDI,,,,040000,ENGLISH,588,458,130
0000,INDIA,066000,KONYAK,,,,006000,HINDI,,,,027000,AO,6,5,1
0000,INDIA,066000,KONYAK,,,,006000,HINDI,,,,014000,NEPALI,3,2,1
0000,INDIA,066000,KONYAK,,,,006000,HINDI,,,,123000,OTHERS,2,2,0
0000,INDIA,066000,KONYAK,,,,006000,HINDI,,,,002000,BENGALI,1,1,0
0000,INDIA,066000,KONYAK,,,,006000,HINDI,,,,012000,MANIPURI,1,1,0
0000,INDIA,066000,KONYAK,,,,006000,HINDI,,,,013000,MARATHI,1,1,0
0000,INDIA,066000,KONYAK,,,,006000,HINDI,,,,026000,ANGAMI,1,1,0
0000,INDIA,066000,KONYAK,,,,006000,HINDI,,,,070000,KUI,1,1,0
0000,INDIA,066000,KONYAK,,,,006000,HINDI,,,,119000,YIMCHUNGRE,1,1,0
0000,INDIA,066000,KONYAK,,,,012000,MANIPURI,3,1,2,,,,,
0000,INDIA,066000,KONYAK,,,,012000,MANIPURI,,,,001000,ASSAMESE,2,0,2
0000,INDIA,066000,KONYAK,,,,012000,MANIPURI,,,,006000,HINDI,1,1,0
0000,INDIA,066000,KONYAK,,,,013000,MARATHI,6,3,3,,,,,
0000,INDIA,066000,KONYAK,,,,014000,NEPALI,13,9,4,,,,,
0000,INDIA,066000,KONYAK,,,,014000,NEPALI,,,,006000,HINDI,5,4,1
0000,INDIA,066000,KONYAK,,,,014000,NEPALI,,,,040000,ENGLISH,1,1,0
0000,INDIA,066000,KONYAK,,,,026000,ANGAMI,12,9,3,,,,,
0000,INDIA,066000,KONYAK,,,,026000,ANGAMI,,,,040000,ENGLISH,8,6,2
0000,INDIA,066000,KONYAK,,,,026000,ANGAMI,,,,001000,ASSAMESE,2,2,0
0000,INDIA,066000,KONYAK,,,,027000,AO,111,70,41,,,,,
0000,INDIA,066000,KONYAK,,,,027000,AO,,,,001000,ASSAMESE,44,21,23
0000,INDIA,066000,KONYAK,,,,027000,AO,,,,099000,PHOM,12,10,2
0000,INDIA,066000,KONYAK,,,,027000,AO,,,,006000,HINDI,8,8,0
0000,INDIA,066000,KONYAK,,,,027000,AO,,,,040000,ENGLISH,7,5,2
0000,INDIA,066000,KONYAK,,,,030000,BHILI/BHILODI,1,0,1,,,,,
0000,INDIA,066000,KONYAK,,,,031000,BHOTIA,9,3,6,,,,,
0000,INDIA,066000,KONYAK,,,,031000,BHOTIA,,,,027000,AO,1,0,1
0000,INDIA,066000,KONYAK,,,,034000,CHAKHESANG,1,0,1,,,,,
0000,INDIA,066000,KONYAK,,,,034000,CHAKHESANG,,,,001000,ASSAMESE,1,0,1
0000,INDIA,066000,KONYAK,,,,035000,CHAKRU/CHOKRI,17,8,9,,,,,
0000,INDIA,066000,KONYAK,,,,035000,CHAKRU/CHOKRI,,,,001000,ASSAMESE,8,4,4
0000,INDIA,066000,KONYAK,,,,035000,CHAKRU/CHOKRI,,,,040000,ENGLISH,4,2,2
0000,INDIA,066000,KONYAK,,,,035000,CHAKRU/CHOKRI,,,,026000,ANGAMI,1,0,1
0000,INDIA,066000,KONYAK,,,,036000,CHANG,188,131,57,,,,,
0000,INDIA,066000,KONYAK,,,,036000,CHANG,,,,040000,ENGLISH,15,12,3
0000,INDIA,066000,KONYAK,,,,036000,CHANG,,,,001000,ASSAMESE,10,7,3
0000,INDIA,066000,KONYAK,,,,036000,CHANG,,,,027000,AO,2,2,0
0000,INDIA,066000,KONYAK,,,,036000,CHANG,,,,006000,HINDI,1,1,0
0000,INDIA,066000,KONYAK,,,,036000,CHANG,,,,072000,KURUKH/ORAON,1,1,0
0000,INDIA,066000,KONYAK,,,,040000,ENGLISH,41943,24741,17202,,,,,
0000,INDIA,066000,KONYAK,,,,040000,ENGLISH,,,,001000,ASSAMESE,9651,5569,4082
0000,INDIA,066000,KONYAK,,,,040000,ENGLISH,,,,006000,HINDI,8702,5724,2978
0000,INDIA,066000,KONYAK,,,,040000,ENGLISH,,,,123000,OTHERS,66,43,23
0000,INDIA,066000,KONYAK,,,,040000,ENGLISH,,,,036000,CHANG,43,35,8
0000,INDIA,066000,KONYAK,,,,040000,ENGLISH,,,,027000,AO,42,28,14
0000,INDIA,066000,KONYAK,,,,040000,ENGLISH,,,,099000,PHOM,18,10,8
0000,INDIA,066000,KONYAK,,,,040000,ENGLISH,,,,119000,YIMCHUNGRE,8,3,5
0000,INDIA,066000,KONYAK,,,,040000,ENGLISH,,,,014000,NEPALI,7,3,4
0000,INDIA,066000,KONYAK,,,,040000,ENGLISH,,,,026000,ANGAMI,5,2,3
0000,INDIA,066000,KONYAK,,,,040000,ENGLISH,,,,081000,LOTHA,5,2,3
0000,INDIA,066000,KONYAK,,,,040000,ENGLISH,,,,103000,RENGMA,4,1,3
0000,INDIA,066000,KONYAK,,,,040000,ENGLISH,,,,120000,ZELIANG,3,3,0
0000,INDIA,066000,KONYAK,,,,040000,ENGLISH,,,,002000,BENGALI,2,1,1
0000,INDIA,066000,KONYAK,,,,040000,ENGLISH,,,,035000,CHAKRU/CHOKRI,2,1,1
0000,INDIA,066000,KONYAK,,,,040000,ENGLISH,,,,011000,MALAYALAM,1,1,0
0000,INDIA,066000,KONYAK,,,,040000,ENGLISH,,,,016000,PUNJABI,1,1,0
0000,INDIA,066000,KONYAK,,,,040000,ENGLISH,,,,104000,SANGTAM,1,1,0
0000,INDIA,066000,KONYAK,,,,051000,KABUI,1,1,0,,,,,
0000,INDIA,066000,KONYAK,,,,057000,KHIEMNUNGAN,1,0,1,,,,,
0000,INDIA,066000,KONYAK,,,,081000,LOTHA,2,1,1,,,,,
0000,INDIA,066000,KONYAK,,,,081000,LOTHA,,,,001000,ASSAMESE,1,1,0
0000,INDIA,066000,KONYAK,,,,099000,PHOM,58,28,30,,,,,
0000,INDIA,066000,KONYAK,,,,099000,PHOM,,,,001000,ASSAMESE,21,11,10
0000,INDIA,066000,KONYAK,,,,099000,PHOM,,,,027000,AO,8,2,6
0000,INDIA,066000,KONYAK,,,,099000,PHOM,,,,040000,ENGLISH,5,4,1
0000,INDIA,066000,KONYAK,,,,103000,RENGMA,28,17,11,,,,,
0000,INDIA,066000,KONYAK,,,,103000,RENGMA,,,,001000,ASSAMESE,7,3,4
0000,INDIA,066000,KONYAK,,,,103000,RENGMA,,,,006000,HINDI,3,3,0
0000,INDIA,066000,KONYAK,,,,104000,SANGTAM,1,0,1,,,,,
0000,INDIA,066000,KONYAK,,,,104000,SANGTAM,,,,001000,ASSAMESE,1,0,1
0000,INDIA,066000,KONYAK,,,,106000,SEMA,2,1,1,,,,,
0000,INDIA,066000,KONYAK,,,,106000,SEMA,,,,001000,ASSAMESE,1,0,1
0000,INDIA,066000,KONYAK,,,,112000,TANGSA,1,0,1,,,,,
0000,INDIA,066000,KONYAK,,,,118000,WANCHO,1,0,1,,,,,
0000,INDIA,066000,KONYAK,,,,119000,YIMCHUNGRE,88,51,37,,,,,
0000,INDIA,066000,KONYAK,,,,119000,YIMCHUNGRE,,,,006000,HINDI,19,14,5
0000,INDIA,066000,KONYAK,,,,119000,YIMCHUNGRE,,,,001000,ASSAMESE,7,3,4
0000,INDIA,066000,KONYAK,,,,119000,YIMCHUNGRE,,,,036000,CHANG,1,1,0
0000,INDIA,066000,KONYAK,,,,119000,YIMCHUNGRE,,,,040000,ENGLISH,1,1,0
0000,INDIA,066000,KONYAK,,,,120000,ZELIANG,7,4,3,,,,,
0000,INDIA,066000,KONYAK,,,,120000,ZELIANG,,,,006000,HINDI,1,1,0
0000,INDIA,066000,KONYAK,,,,123000,OTHERS,37,26,11,,,,,
0000,INDIA,066000,KONYAK,,,,123000,OTHERS,,,,040000,ENGLISH,7,3,4
0000,INDIA,066000,KONYAK,,,,123000,OTHERS,,,,001000,ASSAMESE,1,0,1
0000,INDIA,067000,KORKU,574481,291816,282665,,,,,,,,,,
0000,INDIA,067000,KORKU,,,,001000,ASSAMESE,2,1,1,,,,,
0000,INDIA,067000,KORKU,,,,001000,ASSAMESE,,,,006000,HINDI,1,1,0
0000,INDIA,067000,KORKU,,,,002000,BENGALI,119,61,58,,,,,
0000,INDIA,067000,KORKU,,,,002000,BENGALI,,,,040000,ENGLISH,1,1,0
0000,INDIA,067000,KORKU,,,,005000,GUJARATI,23,21,2,,,,,
0000,INDIA,067000,KORKU,,,,005000,GUJARATI,,,,006000,HINDI,2,2,0
0000,INDIA,067000,KORKU,,,,005000,GUJARATI,,,,013000,MARATHI,1,1,0
