C-17 POPULATION BY BILINGUALISM AND TRILINGUALISM,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
State,State name,Total speakers of languages,,,,,1st subsidiary languages,,,,,2nd subsidiary languages,,,,
Code,,Code,Name,Persons,Males,Females,Code,Name,Persons,Males,Females,Code,Name,Persons,Males,Females
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0000,INDIA,006000,HINDI,,,,021000,TELUGU,1525638,797471,728167,,,,,
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,040000,ENGLISH,67986,47344,20642
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,007000,KANNADA,9788,5733,4055
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,013000,MARATHI,9749,5375,4374
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,022000,URDU,7083,4432,2651
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,020000,TAMIL,2663,1521,1142
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,015000,ORIYA,1722,1132,590
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,002000,BENGALI,531,308,223
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,044000,GONDI,511,325,186
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,005000,GUJARATI,298,191,107
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,016000,PUNJABI,215,124,91
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,123000,OTHERS,111,66,45
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,011000,MALAYALAM,91,51,40
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,014000,NEPALI,50,29,21
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,045000,HALABI,49,29,20
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,017000,SANSKRIT,44,34,10
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,028000,ARABIC/ARBI,29,16,13
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,069000,KOYA,22,13,9
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,009000,KONKANI,21,11,10
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,019000,SINDHI,11,6,5
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,037000,COORGI/KODAGU,11,6,5
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,001000,ASSAMESE,9,7,2
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,030000,BHILI/BHILODI,4,2,2
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,010000,MAITHILI,3,2,1
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,105000,SAVARA,2,2,0
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,116000,TULU,2,1,1
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,008000,KASHMIRI,1,1,0
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,018000,SANTALI,1,1,0
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,023000,ADI,1,0,1
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,043000,GARO,1,0,1
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,063000,KOLAMI,1,1,0
0000,INDIA,006000,HINDI,,,,021000,TELUGU,,,,070000,KUI,1,1,0
0000,INDIA,006000,HINDI,,,,022000,URDU,3786960,2197493,1589467,,,,,
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,040000,ENGLISH,309718,218825,90893
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,028000,ARABIC/ARBI,155654,81550,74104
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,013000,MARATHI,43954,23468,20486
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,008000,KASHMIRI,28989,18324,10665
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,005000,GUJARATI,14511,8422,6089
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,002000,BENGALI,11984,7720,4264
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,004000,DOGRI,8468,6389,2079
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,016000,PUNJABI,7310,5996,1314
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,017000,SANSKRIT,4108,3231,877
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,021000,TELUGU,2020,1135,885
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,007000,KANNADA,1679,894,785
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,098000,PERSIAN,1455,1099,356
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,015000,ORIYA,1347,744,603
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,014000,NEPALI,473,313,160
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,053000,KHANDESHI,425,275,150
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,009000,KONKANI,423,193,230
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,123000,OTHERS,340,223,117
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,030000,BHILI/BHILODI,329,186,143
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,010000,MAITHILI,290,190,100
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,001000,ASSAMESE,270,181,89
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,020000,TAMIL,268,149,119
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,114000,TIBETAN,245,173,72
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,018000,SANTALI,227,189,38
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,091000,MUNDARI,209,129,80
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,019000,SINDHI,147,88,59
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,011000,MALAYALAM,67,42,25
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,075000,LAHNDA,51,35,16
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,045000,HALABI,45,20,25
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,048000,HO,33,24,9
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,044000,GONDI,21,16,5
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,072000,KURUKH/ORAON,18,12,6
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,116000,TULU,18,6,12
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,067000,KORKU,16,9,7
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,046000,HALAM,15,11,4
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,024000,AFGHANI/KABULI/PASHTO,14,7,7
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,029000,BALTI,7,7,0
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,052000,KARBI / MIKIR,6,1,5
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,055000,KHASI,6,5,1
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,032000,BHUMIJ,4,4,0
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,012000,MANIPURI,3,2,1
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,090000,MUNDA,3,3,0
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,073000,LADAKHI,2,2,0
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,083000,MALTO,2,2,0
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,023000,ADI,1,0,1
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,025000,ANAL,1,1,0
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,037000,COORGI/KODAGU,1,1,0
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,041000,GADABA,1,1,0
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,058000,KHOND/KONDH,1,1,0
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,061000,KOCH,1,1,0
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,074000,LAHAULI,1,1,0
0000,INDIA,006000,HINDI,,,,022000,URDU,,,,108000,SHINA,1,0,1
0000,INDIA,006000,HINDI,,,,023000,ADI,131,94,37,,,,,
0000,INDIA,006000,HINDI,,,,023000,ADI,,,,040000,ENGLISH,16,12,4
0000,INDIA,006000,HINDI,,,,023000,ADI,,,,001000,ASSAMESE,6,3,3
0000,INDIA,006000,HINDI,,,,023000,ADI,,,,014000,NEPALI,5,5,0
0000,INDIA,006000,HINDI,,,,023000,ADI,,,,002000,BENGALI,3,3,0
0000,INDIA,006000,HINDI,,,,023000,ADI,,,,017000,SANSKRIT,2,2,0
0000,INDIA,006000,HINDI,,,,023000,ADI,,,,020000,TAMIL,1,1,0
0000,INDIA,006000,HINDI,,,,023000,ADI,,,,086000,MIRI/MISHING,1,1,0
0000,INDIA,006000,HINDI,,,,023000,ADI,,,,093000,NISSI/DAFLA,1,1,0
0000,INDIA,006000,HINDI,,,,023000,ADI,,,,123000,OTHERS,1,0,1
0000,INDIA,006000,HINDI,,,,024000,AFGHANI/KABULI/PASHTO,271,130,141,,,,,
0000,INDIA,006000,HINDI,,,,024000,AFGHANI/KABULI/PASHTO,,,,040000,ENGLISH,30,20,10
0000,INDIA,006000,HINDI,,,,024000,AFGHANI/KABULI/PASHTO,,,,016000,PUNJABI,23,11,12
0000,INDIA,006000,HINDI,,,,024000,AFGHANI/KABULI/PASHTO,,,,022000,URDU,10,3,7
0000,INDIA,006000,HINDI,,,,024000,AFGHANI/KABULI/PASHTO,,,,008000,KASHMIRI,7,2,5
0000,INDIA,006000,HINDI,,,,024000,AFGHANI/KABULI/PASHTO,,,,013000,MARATHI,7,3,4
0000,INDIA,006000,HINDI,,,,024000,AFGHANI/KABULI/PASHTO,,,,005000,GUJARATI,4,3,1
0000,INDIA,006000,HINDI,,,,024000,AFGHANI/KABULI/PASHTO,,,,098000,PERSIAN,3,2,1
0000,INDIA,006000,HINDI,,,,024000,AFGHANI/KABULI/PASHTO,,,,002000,BENGALI,1,1,0
0000,INDIA,006000,HINDI,,,,025000,ANAL,62,36,26,,,,,
0000,INDIA,006000,HINDI,,,,025000,ANAL,,,,016000,PUNJABI,1,1,0
0000,INDIA,006000,HINDI,,,,026000,ANGAMI,32,23,9,,,,,
0000,INDIA,006000,HINDI,,,,026000,ANGAMI,,,,001000,ASSAMESE,13,11,2
0000,INDIA,006000,HINDI,,,,026000,ANGAMI,,,,040000,ENGLISH,2,1,1
0000,INDIA,006000,HINDI,,,,027000,AO,44,29,15,,,,,
0000,INDIA,006000,HINDI,,,,027000,AO,,,,001000,ASSAMESE,11,4,7
0000,INDIA,006000,HINDI,,,,027000,AO,,,,040000,ENGLISH,2,2,0
0000,INDIA,006000,HINDI,,,,027000,AO,,,,017000,SANSKRIT,1,1,0
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,176096,78188,97908,,,,,
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,022000,URDU,32995,15853,17142
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,040000,ENGLISH,5646,3795,1851
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,005000,GUJARATI,1058,647,411
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,098000,PERSIAN,939,574,365
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,017000,SANSKRIT,541,387,154
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,013000,MARATHI,417,215,202
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,002000,BENGALI,218,132,86
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,114000,TIBETAN,104,59,45
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,016000,PUNJABI,59,38,21
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,123000,OTHERS,52,37,15
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,007000,KANNADA,48,31,17
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,014000,NEPALI,35,19,16
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,010000,MAITHILI,27,18,9
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,030000,BHILI/BHILODI,20,8,12
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,021000,TELUGU,14,10,4
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,091000,MUNDARI,13,6,7
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,015000,ORIYA,12,5,7
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,020000,TAMIL,9,7,2
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,001000,ASSAMESE,8,3,5
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,008000,KASHMIRI,8,8,0
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,011000,MALAYALAM,8,5,3
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,004000,DOGRI,6,3,3
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,072000,KURUKH/ORAON,6,3,3
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,019000,SINDHI,4,2,2
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,048000,HO,4,3,1
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,018000,SANTALI,3,2,1
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,045000,HALABI,3,2,1
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,009000,KONKANI,2,2,0
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,032000,BHUMIJ,2,1,1
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,090000,MUNDA,2,0,2
0000,INDIA,006000,HINDI,,,,028000,ARABIC/ARBI,,,,083000,MALTO,1,0,1
0000,INDIA,006000,HINDI,,,,029000,BALTI,197,118,79,,,,,
0000,INDIA,006000,HINDI,,,,029000,BALTI,,,,040000,ENGLISH,38,24,14
0000,INDIA,006000,HINDI,,,,029000,BALTI,,,,008000,KASHMIRI,9,5,4
0000,INDIA,006000,HINDI,,,,029000,BALTI,,,,022000,URDU,8,5,3
0000,INDIA,006000,HINDI,,,,029000,BALTI,,,,004000,DOGRI,2,2,0
0000,INDIA,006000,HINDI,,,,030000,BHILI/BHILODI,34326,17584,16742,,,,,
0000,INDIA,006000,HINDI,,,,030000,BHILI/BHILODI,,,,040000,ENGLISH,1366,916,450
0000,INDIA,006000,HINDI,,,,030000,BHILI/BHILODI,,,,005000,GUJARATI,856,440,416
0000,INDIA,006000,HINDI,,,,030000,BHILI/BHILODI,,,,022000,URDU,424,245,179
0000,INDIA,006000,HINDI,,,,030000,BHILI/BHILODI,,,,013000,MARATHI,81,56,25
0000,INDIA,006000,HINDI,,,,030000,BHILI/BHILODI,,,,016000,PUNJABI,75,50,25
0000,INDIA,006000,HINDI,,,,030000,BHILI/BHILODI,,,,017000,SANSKRIT,64,42,22
0000,INDIA,006000,HINDI,,,,030000,BHILI/BHILODI,,,,028000,ARABIC/ARBI,43,14,29
0000,INDIA,006000,HINDI,,,,030000,BHILI/BHILODI,,,,044000,GONDI,14,9,5
0000,INDIA,006000,HINDI,,,,030000,BHILI/BHILODI,,,,002000,BENGALI,5,3,2
0000,INDIA,006000,HINDI,,,,030000,BHILI/BHILODI,,,,053000,KHANDESHI,4,3,1
0000,INDIA,006000,HINDI,,,,030000,BHILI/BHILODI,,,,019000,SINDHI,2,1,1
0000,INDIA,006000,HINDI,,,,030000,BHILI/BHILODI,,,,020000,TAMIL,2,0,2
0000,INDIA,006000,HINDI,,,,030000,BHILI/BHILODI,,,,021000,TELUGU,2,1,1
0000,INDIA,006000,HINDI,,,,030000,BHILI/BHILODI,,,,045000,HALABI,1,0,1
0000,INDIA,006000,HINDI,,,,031000,BHOTIA,101,56,45,,,,,
0000,INDIA,006000,HINDI,,,,031000,BHOTIA,,,,040000,ENGLISH,13,12,1
0000,INDIA,006000,HINDI,,,,031000,BHOTIA,,,,014000,NEPALI,5,4,1
0000,INDIA,006000,HINDI,,,,032000,BHUMIJ,107,48,59,,,,,
0000,INDIA,006000,HINDI,,,,032000,BHUMIJ,,,,002000,BENGALI,19,10,9
0000,INDIA,006000,HINDI,,,,032000,BHUMIJ,,,,015000,ORIYA,3,2,1
0000,INDIA,006000,HINDI,,,,032000,BHUMIJ,,,,072000,KURUKH/ORAON,2,2,0
0000,INDIA,006000,HINDI,,,,032000,BHUMIJ,,,,017000,SANSKRIT,1,1,0
0000,INDIA,006000,HINDI,,,,032000,BHUMIJ,,,,040000,ENGLISH,1,0,1
0000,INDIA,006000,HINDI,,,,033000,BISHNUPURIYA,55,41,14,,,,,
0000,INDIA,006000,HINDI,,,,033000,BISHNUPURIYA,,,,002000,BENGALI,17,14,3
0000,INDIA,006000,HINDI,,,,033000,BISHNUPURIYA,,,,001000,ASSAMESE,1,1,0
0000,INDIA,006000,HINDI,,,,034000,CHAKHESANG,1,0,1,,,,,
0000,INDIA,006000,HINDI,,,,035000,CHAKRU/CHOKRI,3,2,1,,,,,
0000,INDIA,006000,HINDI,,,,035000,CHAKRU/CHOKRI,,,,001000,ASSAMESE,1,1,0
0000,INDIA,006000,HINDI,,,,036000,CHANG,70,56,14,,,,,
0000,INDIA,006000,HINDI,,,,036000,CHANG,,,,040000,ENGLISH,13,12,1
0000,INDIA,006000,HINDI,,,,036000,CHANG,,,,001000,ASSAMESE,11,9,2
0000,INDIA,006000,HINDI,,,,036000,CHANG,,,,014000,NEPALI,1,1,0
0000,INDIA,006000,HINDI,,,,036000,CHANG,,,,026000,ANGAMI,1,1,0
0000,INDIA,006000,HINDI,,,,037000,COORGI/KODAGU,980,519,461,,,,,
0000,INDIA,006000,HINDI,,,,037000,COORGI/KODAGU,,,,007000,KANNADA,81,45,36
0000,INDIA,006000,HINDI,,,,037000,COORGI/KODAGU,,,,040000,ENGLISH,46,28,18
0000,INDIA,006000,HINDI,,,,037000,COORGI/KODAGU,,,,013000,MARATHI,14,12,2
0000,INDIA,006000,HINDI,,,,037000,COORGI/KODAGU,,,,021000,TELUGU,10,7,3
0000,INDIA,006000,HINDI,,,,037000,COORGI/KODAGU,,,,016000,PUNJABI,9,5,4
0000,INDIA,006000,HINDI,,,,037000,COORGI/KODAGU,,,,020000,TAMIL,7,6,1
0000,INDIA,006000,HINDI,,,,037000,COORGI/KODAGU,,,,011000,MALAYALAM,4,4,0
0000,INDIA,006000,HINDI,,,,037000,COORGI/KODAGU,,,,022000,URDU,3,1,2
0000,INDIA,006000,HINDI,,,,037000,COORGI/KODAGU,,,,116000,TULU,3,1,2
0000,INDIA,006000,HINDI,,,,037000,COORGI/KODAGU,,,,028000,ARABIC/ARBI,2,2,0
0000,INDIA,006000,HINDI,,,,037000,COORGI/KODAGU,,,,002000,BENGALI,1,0,1
0000,INDIA,006000,HINDI,,,,037000,COORGI/KODAGU,,,,005000,GUJARATI,1,1,0
0000,INDIA,006000,HINDI,,,,037000,COORGI/KODAGU,,,,014000,NEPALI,1,1,0
0000,INDIA,006000,HINDI,,,,038000,DEORI,12,7,5,,,,,
0000,INDIA,006000,HINDI,,,,039000,DIMASA,63,40,23,,,,,
0000,INDIA,006000,HINDI,,,,039000,DIMASA,,,,040000,ENGLISH,10,2,8
0000,INDIA,006000,HINDI,,,,039000,DIMASA,,,,002000,BENGALI,5,4,1
0000,INDIA,006000,HINDI,,,,039000,DIMASA,,,,014000,NEPALI,1,1,0
0000,INDIA,006000,HINDI,,,,039000,DIMASA,,,,016000,PUNJABI,1,0,1
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,32399287,21931407,10467880,,,,,
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,017000,SANSKRIT,3549126,2622962,926164
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,016000,PUNJABI,724161,427271,296890
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,002000,BENGALI,290599,197085,93514
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,022000,URDU,278355,206145,72210
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,013000,MARATHI,255116,164066,91050
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,005000,GUJARATI,82411,53609,28802
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,015000,ORIYA,45792,28903,16889
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,021000,TELUGU,42874,25988,16886
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,001000,ASSAMESE,34182,23779,10403
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,007000,KANNADA,33259,20555,12704
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,010000,MAITHILI,33221,23678,9543
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,020000,TAMIL,22246,13252,8994
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,123000,OTHERS,16112,10835,5277
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,014000,NEPALI,15031,10192,4839
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,019000,SINDHI,11260,6503,4757
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,028000,ARABIC/ARBI,10735,6910,3825
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,011000,MALAYALAM,6879,3676,3203
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,009000,KONKANI,4031,2383,1648
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,004000,DOGRI,3030,1886,1144
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,008000,KASHMIRI,2003,1125,878
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,030000,BHILI/BHILODI,1392,980,412
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,072000,KURUKH/ORAON,1361,753,608
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,018000,SANTALI,1140,911,229
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,091000,MUNDARI,944,628,316
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,012000,MANIPURI,854,590,264
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,075000,LAHNDA,767,441,326
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,044000,GONDI,559,426,133
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,055000,KHASI,527,374,153
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,045000,HALABI,309,214,95
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,098000,PERSIAN,309,238,71
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,082000,LUSHAI/MIZO,289,214,75
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,043000,GARO,268,205,63
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,048000,HO,251,198,53
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,090000,MUNDA,241,168,73
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,114000,TIBETAN,152,118,34
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,059000,KINNAURI,87,48,39
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,054000,KHARIA,81,46,35
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,116000,TULU,79,49,30
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,037000,COORGI/KODAGU,71,48,23
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,024000,AFGHANI/KABULI/PASHTO,42,24,18
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,023000,ADI,29,18,11
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,067000,KORKU,24,18,6
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,053000,KHANDESHI,21,18,3
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,003000,BODO,20,16,4
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,036000,CHANG,18,15,3
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,031000,BHOTIA,17,11,6
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,074000,LAHAULI,14,9,5
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,073000,LADAKHI,13,7,6
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,093000,NISSI/DAFLA,13,9,4
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,041000,GADABA,12,9,3
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,088000,MOGH,12,8,4
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,105000,SAVARA,12,6,6
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,026000,ANGAMI,10,6,4
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,111000,TANGKHUL,9,6,3
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,119000,YIMCHUNGRE,9,7,2
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,095000,PAITE,8,4,4
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,029000,BALTI,7,2,5
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,033000,BISHNUPURIYA,7,5,2
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,052000,KARBI / MIKIR,6,3,3
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,068000,KORWA,6,5,1
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,089000,MONPA,6,3,3
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,039000,DIMASA,5,3,2
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,061000,KOCH,5,2,3
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,032000,BHUMIJ,4,3,1
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,080000,LIMBU,4,2,2
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,083000,MALTO,4,3,1
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,087000,MISHMI,4,2,2
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,113000,THADO,4,4,0
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,027000,AO,3,0,3
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,051000,KABUI,3,2,1
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,062000,KODA/KORA,3,2,1
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,084000,MARAM,3,2,1
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,092000,NICOBARESE,3,1,2
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,104000,SANGTAM,3,1,2
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,025000,ANAL,2,2,0
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,046000,HALAM,2,2,0
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,065000,KONDA,2,0,2
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,070000,KUI,2,1,1
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,096000,PARJI,2,0,2
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,100000,POCHURY,2,2,0
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,101000,RABHA,2,1,1
0000,INDIA,006000,HINDI,,,,040000,ENGLISH,,,,110000,TAMANG,2,1,1
